show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,title_norm,tconst,titleType,primaryTitle,originalTitle,startYear,genres,averageRating,numVotes,primaryTitle_norm
s1773,Movie,The 12th Man,Harald Zwart,"Thomas Gullestad, Jonathan Rhys Meyers, Marie Blokhus, Mads Sjøgård Pettersen, Vegar Hoel, Håkon T. Nielsen, Eirik Risholm Velle, Daniel Frikstad, Eric Dirnes, Alexander Zwart",Norway,"October 31, 2020",2018,TV-MA,130 min,"Action & Adventure, Dramas, International Movies","Based on true events, this story follows a Norwegian saboteur’s harrowing struggle to reach safety after escaping a Nazi attack during World War II.",the 12th man,tt8725670,tvEpisode,The 12th Man,The 12th Man,2018.0,"Comedy,Drama,Family",9.1,502.0,the 12th man
s1775,Movie,Hidden in Plain Sight,Stacia Crawford,"Victoria Barabas, Gino Anthony Pesi, Jake Allyn, Deborah Van Valkenburgh, Jessica Meraz, Jack Fisher, Eve Sigall, Jerod Meagher",United States,"October 30, 2020",2019,TV-14,87 min,"Dramas, Independent Movies, Thrillers",A woman stages her own suicide but still lives in fear of her abusive ex-boyfriend tracking her down and stealing the son he never knew he had.,hidden in plain sight,tt11398994,tvEpisode,Hidden in Plain Sight,Hidden in Plain Sight,2019.0,"Comedy,Family,Music",,,hidden in plain sight
s1790,Movie,Secrets of the Saqqara Tomb,James Tovell,,United States,"October 28, 2020",2020,TV-PG,114 min,Documentaries,"After unearthing a tomb that had been untouched for 4,400 years, Egyptian archaeologists attempt to decipher the history of the extraordinary find.",secrets of the saqqara tomb,tt13150630,movie,Secrets of the Saqqara Tomb,Secrets of the Saqqara Tomb,2020.0,"Documentary,History",7.2,7476.0,secrets of the saqqara tomb
s1792,TV Show,Chico Bon Bon: Monkey with a Tool Belt,,"Robbie Daymond, Dayci Brookshire, Anthony Tedesco, Andy Abbott, Roberta Lemons, Cole Seaver",United States,"October 27, 2020",2020,TV-Y,4 Seasons,Kids' TV,"Armed with tools and engineering smarts, monkey mechanic Chico Bon Bon and his Fix-It Force help the people of Blunderburg solve all of their problems.",chico bon bon: monkey with a tool belt,tt8115688,tvSeries,Chico Bon Bon: Monkey with a Tool Belt,Chico Bon Bon: Monkey with a Tool Belt,2020.0,"Animation,Family",6.3,174.0,chico bon bon: monkey with a tool belt
s1797,Movie,Black '47,Lance Daly,"Hugo Weaving, James Frecheville, Stephen Rea, Freddie Fox, Barry Keoghan, Moe Dunford, Sarah Greene, Jim Broadbent","Ireland, Luxembourg, Belgium","October 24, 2020",2018,R,100 min,"Action & Adventure, Dramas, Independent Movies","When the Great Famine ravages his beloved country, a battle-hardened Irishman deserts the British Empire and exacts revenge on the tyrants responsible.",black '47,tt3208026,movie,Black '47,Black '47,2018.0,"Action,Drama,History",6.8,13923.0,black '47
s1798,Movie,I Am Woman,Unjoo Moon,"Tilda Cobham-Hervey, Danielle Macdonald, Evan Peters, Chris Parnell, David Lyons, Matty Cardarople, Dusty Sorg",Australia,"October 24, 2020",2019,TV-MA,117 min,"Dramas, Music & Musicals","In the 1960s, Australian singer Helen Reddy struggles with misogyny in the music business — until she records an anthem for the women's movement.",i am woman,tt9185316,movie,I Am Woman,I Am Woman,2019.0,"Biography,Drama,Music",6.6,3189.0,i am woman
s1801,TV Show,Move,"Thierry Demaizière, Alban Teurlai",,United States,"October 23, 2020",2020,TV-MA,1 Season,"Docuseries, International TV Shows",Discover the brilliant dancers and choreographers who are shaping the art of movement around the world in this documentary series.,move,tt10092764,tvSeries,Move,Move,2020.0,Documentary,7.3,158.0,move
s1806,Movie,Bending the Arc,"Kief Davidson, Pedro Kos",,United States,"October 22, 2020",2017,TV-MA,102 min,Documentaries,This documentary follows a group of ambitious advocates whose mission to save lives in Haiti turns into a global fight for health care and justice.,bending the arc,tt6370266,movie,Bending the Arc,Bending the Arc,2017.0,Documentary,8.0,446.0,bending the arc
s1820,Movie,Ghadi,Amin Dora,"Georges Khabbaz, Lara Rain, Emmanuel Khairallah, Samir Youssef, Camille Salameh, Rodrigue Sleiman, Caroline Labaki, Giselle Boueiz, Christine Choueiri",Lebanon,"October 19, 2020",2013,TV-MA,101 min,"Comedies, Dramas, International Movies","When the father of a boy with Down syndrome resists his neighbors' efforts to have the child institutionalized, miraculous events begin to occur.",ghadi,tt2552296,movie,Ghadi,Ghadi,2013.0,"Comedy,Drama,Family",7.3,1271.0,ghadi
s1822,Movie,Listen,Philippe Aractingi,"Hadi Bou Ayash, Ruba Zarour, Yara Bou Nassar, Rafik Ali Ahmad, Joseph Bou Nassar, Lama Lawand",Lebanon,"October 19, 2020",2017,TV-MA,103 min,"Dramas, Independent Movies, International Movies","A sound engineer falls for a model but after an unfortunate accident, he fights to save their love by triggering her senses.",listen,tt7136192,tvEpisode,Listen,Listen,2017.0,"Comedy,Family,Fantasy",,,listen
s1822,Movie,Listen,Philippe Aractingi,"Hadi Bou Ayash, Ruba Zarour, Yara Bou Nassar, Rafik Ali Ahmad, Joseph Bou Nassar, Lama Lawand",Lebanon,"October 19, 2020",2017,TV-MA,103 min,"Dramas, Independent Movies, International Movies","A sound engineer falls for a model but after an unfortunate accident, he fights to save their love by triggering her senses.",listen,tt8227142,short,Listen,Luister,2017.0,"Documentary,Short",8.1,13.0,listen
s1824,Movie,Panoptic,Rana Eid,Rana Eid,Lebanon,"October 19, 2020",2017,TV-MA,69 min,"Documentaries, International Movies",This documentary dissects Lebanon's present-day paradoxes stemming from years of conflict as the director attempts to reconcile with her nation's past.,panoptic,tt7138456,movie,Panoptic,Panoptic,2017.0,Documentary,6.2,83.0,panoptic
s1826,Movie,The Kite,Randa Chahal Sabbag,"Flavia Bechara, Maher Bsaibes, Randa Asmar, Renée Dick, Julia Kassar, Liliane Nemri, Ziad Rahbani, Nayef Naji, Edmond Haddad, Alia Nemry","Lebanon, France","October 19, 2020",2003,TV-MA,76 min,"Dramas, International Movies, Romantic Movies","In an occupied village, a teen girl is set to wed a stranger. But when she crosses over to meet her betrothed, her heart gets entangled at the border.",the kite,tt37371302,tvEpisode,The Kite,The Kite,2003.0,"Adventure,Animation,Family",,,the kite
s1829,TV Show,Unsolved Mysteries,,,,"October 19, 2020",2020,TV-MA,2 Seasons,"Crime TV Shows, Docuseries","Real cases of perplexing disappearances, shocking murders and paranormal encounters fuel this gripping revival of the iconic documentary series.",unsolved mysteries,tt9642938,tvSeries,Unsolved Mysteries,Unsolved Mysteries,2020.0,"Crime,Documentary,Mystery",7.3,13940.0,unsolved mysteries
s1832,Movie,Whispers,Maroun Baghdadi,"Nadia Tueni, Ziad Rahbani","Lebanon, Canada, France","October 19, 2020",1980,TV-14,93 min,"Documentaries, International Movies","With her home devastated by war, a Lebanese poet takes a cross-country road trip, looking for glimmers of hope through nostalgic memories and verse.",whispers,tt0170803,movie,Whispers,Whispers,1980.0,Documentary,7.6,100.0,whispers
s1832,Movie,Whispers,Maroun Baghdadi,"Nadia Tueni, Ziad Rahbani","Lebanon, Canada, France","October 19, 2020",1980,TV-14,93 min,"Documentaries, International Movies","With her home devastated by war, a Lebanese poet takes a cross-country road trip, looking for glimmers of hope through nostalgic memories and verse.",whispers,tt0792020,tvEpisode,Whispers,Whispers,1980.0,"Drama,Family",8.1,33.0,whispers
s1833,Movie,Zozo,Josef Fares,"Imad Creidi, Antoinette Turk, Elias Gergi, Carmen Lebbos, Viktor Axelsson, Charbel Iskandar, Yasmine Awad","Sweden, Czech Republic, United Kingdom, Denmark, Netherlands","October 19, 2020",2005,TV-MA,99 min,"Dramas, International Movies","When Lebanon's Civil War deprives Zozo of his family, he's left with grief and little means as he escapes to Sweden in search of his grandparents.",zozo,tt0448267,movie,Zozo,Zozo,2005.0,"Drama,Family,War",6.5,3463.0,zozo
s1835,TV Show,Start-Up,,"Bae Suzy, Nam Joo-hyuk, Kim Seon-ho, Kang Han-na, Kim Do-wan, Yu Su-bin, Stephanie Lee, Kim Hae-sook, Seo Yi-sook, Song Sun-mi",South Korea,"October 18, 2020",2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,start-up,tt10784238,movie,Start-Up,Start-Up,2020.0,Documentary,,,start-up
s1843,Movie,The Trial of the Chicago 7,Aaron Sorkin,"Sacha Baron Cohen, Eddie Redmayne, Yahya Abdul-Mateen II, Jeremy Strong, Mark Rylance, Joseph Gordon-Levitt, Michael Keaton, Frank Langella, John Carroll Lynch, Alex Sharp, John Doman, Ben Shenkman","United States, United Kingdom, India","October 16, 2020",2020,R,130 min,Dramas,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,the trial of the chicago 7,tt1070874,movie,The Trial of the Chicago 7,The Trial of the Chicago 7,2020.0,"Drama,History,Thriller",7.7,202616.0,the trial of the chicago 7
s1845,Movie,A Babysitter's Guide to Monster Hunting,Rachel Talalay,"Tamara Smart, Oona Laurence, Tom Felton, Troy Leigh-Anne Johnson, Lynn Masako Cheng, Ty Consiglio, Ian Ho, Indya Moore, Alessio Scalzotto, Tamsen McDonough",United States,"October 15, 2020",2020,TV-PG,99 min,Children & Family Movies,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween.",a babysitter's guide to monster hunting,tt4844150,movie,A Babysitter's Guide to Monster Hunting,A Babysitter's Guide to Monster Hunting,2020.0,"Comedy,Family,Fantasy",5.4,5287.0,a babysitter's guide to monster hunting
s1850,Movie,Kartini: Princess of Java,Hanung Bramantyo,"Dian Sastrowardoyo, Ayushita, Acha Septriasa, Deddy Sutomo, Christine Hakim, Djenar Maesa Ayu, Denny Sumargo, Adinia Wirasti, Reza Rahadian","Indonesia, Netherlands","October 15, 2020",2017,TV-PG,118 min,"Dramas, International Movies",A woman of nobility battles patriarchal norms in order to improve educational access for women in early 1900s Indonesian society.,kartini: princess of java,tt5882416,movie,Kartini: Princess of Java,Kartini,2017.0,"Biography,Drama,Family",7.5,754.0,kartini: princess of java
s1854,Movie,Rooting for Roona,"Pavitra Chalam, Akshay Shankar",,India,"October 15, 2020",2020,TV-PG,42 min,"Documentaries, International Movies","In rural India, a child with hydrocephalus gets a chance at life-changing surgery after her photos go viral. This documentary charts her journey.",rooting for roona,tt8995696,short,Rooting for Roona,Rooting for Roona,2020.0,"Documentary,Drama,Short",7.0,561.0,rooting for roona
s1857,Movie,BLACKPINK: Light Up the Sky,Caroline Suh,Blackpink,United States,"October 14, 2020",2020,TV-14,80 min,"Documentaries, Music & Musicals",Record-shattering Korean girl band BLACKPINK tell their story — and detail the hard-fought journey of the dreams and trials behind their meteoric rise.,blackpink: light up the sky,tt13058290,movie,Blackpink: Light Up the Sky,Blackpink: Light Up the Sky,2020.0,"Documentary,Music",7.3,7681.0,blackpink: light up the sky
s1858,Movie,The Three Deaths of Marisela Escobedo,Carlos Pérez Osorio,,Mexico,"October 14, 2020",2020,TV-MA,110 min,"Documentaries, International Movies",This documentary examines a mother's tireless crusade to jail her daughter's murderer after Mexico's justice system failed to do so.,the three deaths of marisela escobedo,tt13206564,movie,The Three Deaths of Marisela Escobedo,Las tres muertes de Marisela Escobedo,2020.0,"Crime,Documentary",8.1,2186.0,the three deaths of marisela escobedo
s1867,Movie,The Legend of Bhagat Singh,Rajkumar Santoshi,"Ajay Devgn, Sushant Singh, D. Santosh, Akhilendra Mishra, Raj Babbar, Farida Jalal, Amrita Rao, Mukesh Tiwari",India,"October 12, 2020",2002,TV-14,156 min,"Dramas, International Movies","This biopic chronicles the life and times of iconic Indian revolutionary Bhagat Singh, who led an armed resistance against the British in the 1920.",the legend of bhagat singh,tt0319736,movie,The Legend of Bhagat Singh,The Legend of Bhagat Singh,2002.0,"Biography,Drama,History",8.1,18062.0,the legend of bhagat singh
s1875,Movie,Bigflo & Oli: Hip Hop Frenzy,"Bigflo & Oli, Jérémie Levypon",Bigflo & Oli,France,"October 8, 2020",2020,TV-MA,100 min,"Documentaries, International Movies, Music & Musicals","Go backstage with French rap duo Bigflo & Oli in this intimate music documentary, then join the superstar siblings as they embark on a major tour.",bigflo & oli: hip hop frenzy,tt13161318,movie,Bigflo & Oli: Hip Hop Frenzy,Bigflo & Oli: Hip Hop Frenzy,2020.0,"Documentary,Music",6.6,154.0,bigflo & oli: hip hop frenzy
s1883,Movie,Dolly Parton: Here I Am,Francis Whately,Dolly Parton,United Kingdom,"October 6, 2020",2019,TV-14,90 min,"Documentaries, Music & Musicals","Dolly Parton leads a moving, musical journey in this documentary that details the people and places who have helped shape her iconic career.",dolly parton: here i am,tt11497544,tvMovie,Dolly Parton: Here I Am,Dolly Parton: Here I Am,2019.0,"Biography,Documentary,Music",7.3,1821.0,dolly parton: here i am
s1886,TV Show,Bad Boy Billionaires: India,,,India,"October 5, 2020",2020,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows","This investigative docuseries explores the greed, fraud and corruption that built up — and ultimately brought down — India’s most infamous tycoons.",bad boy billionaires: india,tt12923630,tvSeries,Bad Boy Billionaires: India,Bad Boy Billionaires: India,2020.0,"Biography,Crime,Documentary",7.9,3555.0,bad boy billionaires: india
s1887,Movie,David Attenborough: A Life on Our Planet,"Alastair Fothergill, Jonnie Hughes, Keith Scholey",David Attenborough,"United States, United Kingdom","October 4, 2020",2020,PG,84 min,Documentaries,"A broadcaster recounts his life, and the evolutionary history of life on Earth, to grieve the loss of wild places and offer a vision for the future.",david attenborough: a life on our planet,tt11989890,tvMovie,David Attenborough: A Life on Our Planet,David Attenborough: A Life on Our Planet,2020.0,"Biography,Documentary",8.9,35692.0,david attenborough: a life on our planet
s1893,Movie,A Go! Go! Cory Carson Halloween,"Alex Woo, Stanley Moore","Alan C. Lim, Smith Foreman, Maisie Benson, Ann Kendrick, Kerry Gudjohnsen, Paul Killam, Stanley Moore, Tyler Hendrix, Ella Joy Ballesteros, Jimmy Olea",,"October 2, 2020",2020,TV-Y,22 min,Children & Family Movies,"Cory, Chrissy and Freddie are on the hunt for king-sized candy bars this Halloween! But are all the treats worth the trek to the spooky side of town?",a go! go! cory carson halloween,tt13058374,tvSpecial,A Go! Go! Cory Carson Halloween,A Go! Go! Cory Carson Halloween,2020.0,"Animation,Family,Horror",6.4,73.0,a go! go! cory carson halloween
s1894,TV Show,DreamWorks Happy Holidays from Madagascar,,"Tom McGrath, Chris Miller, Christopher Knights, John DiMaggio, Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Cedric the Entertainer, Andy Richter, Carl Reiner",United States,"October 2, 2020",2005,TV-PG,1 Season,"Kids' TV, TV Comedies",Madagascar goes wild with holiday spirit in this set of Valentine's Day and Christmas-themed tales featuring everyone's favorite animal characters.,dreamworks happy holidays from madagascar,tt6929194,tvSeries,Dreamworks Happy Holidays from Madagascar,Dreamworks Happy Holidays from Madagascar,2005.0,"Animation,Comedy,Family",6.4,162.0,dreamworks happy holidays from madagascar
s1905,Movie,Carlos Almaraz: Playing with Fire,"Elsa Flores Almaraz, Richard J Montoya","Edward James Olmos, Zach De La Rocha",United States,"October 1, 2020",2019,TV-14,83 min,"Documentaries, LGBTQ Movies","Mixing archival footage with interviews, this film celebrates one of Los Angeles's most influential painters and Chicano art activists from the 1970s.",carlos almaraz: playing with fire,tt6335714,movie,Carlos Almaraz: Playing with Fire,Carlos Almaraz: Playing with Fire,2019.0,Documentary,7.9,91.0,carlos almaraz: playing with fire
s1910,Movie,Free State of Jones,Gary Ross,"Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell, Christopher Berry, Sean Bridgers, Jacob Lofland, Thomas Francis Murphy, Bill Tangradi",United States,"October 1, 2020",2016,R,139 min,"Action & Adventure, Dramas",A Mississippi farmer turns outlaw as he leads a ragtag band of fellow Civil War deserters and escaped slaves in a rebellion against the Confederacy.,free state of jones,tt1124037,movie,Free State of Jones,Free State of Jones,2016.0,"Action,Biography,Drama",6.9,67329.0,free state of jones
s1910,Movie,Free State of Jones,Gary Ross,"Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell, Christopher Berry, Sean Bridgers, Jacob Lofland, Thomas Francis Murphy, Bill Tangradi",United States,"October 1, 2020",2016,R,139 min,"Action & Adventure, Dramas",A Mississippi farmer turns outlaw as he leads a ragtag band of fellow Civil War deserters and escaped slaves in a rebellion against the Confederacy.,free state of jones,tt7048128,tvEpisode,Free State of Jones,Free State of Jones,2016.0,Documentary,,,free state of jones
s1912,Movie,Human Nature,Adam Bolt,,United States,"October 1, 2020",2019,TV-14,95 min,Documentaries,"From breakthrough science to the boundaries of morality, this documentary spotlights a revelation in genetic modification research known as CRISPR.",human nature,tt9612680,movie,Human Nature,Human Nature,2019.0,Documentary,7.7,1772.0,human nature
s1916,TV Show,Oktoberfest: Beer & Blood,,"Mišel Matičević, Martina Gedeck, Klaus Steinbacher, Mercedes Müller, Maximilian Brückner, Brigitte Hobmeier, Markus Krojer, Martin Feifel, Michael Kranz, Vladimir Burlakov","Germany, Czech Republic","October 1, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Dramas","In 1900 Munich, ambitious brewer Curt Prank uses brutal tactics on his quest to build a beer hall that will dominate the city's lucrative Oktoberfest.",oktoberfest: beer & blood,tt10244612,tvMiniSeries,Oktoberfest: Beer & Blood,Oktoberfest: Beer & Blood,2020.0,"Drama,History,Thriller",6.8,3029.0,oktoberfest: beer & blood
s1917,Movie,Rize,David LaChapelle,"Tommy the Clown, Tight Eyez","United States, United Kingdom","October 1, 2020",2005,PG-13,87 min,"Documentaries, Music & Musicals","This documentary explores ""krumping,"" a fast-paced urban dance, and follows the man that originated the phenomenon in South Central Los Angeles.",rize,tt0436724,movie,Rize,Rize,2005.0,"Documentary,Music",7.1,3424.0,rize
s1924,TV Show,The Unicorn,,"Walton Goggins, Rob Corddry, Michaela Watkins, Omar Benson Miller, Maya Lynne Robinson, Ruby Jay, Makenzie Moss",United States,"October 1, 2020",2019,TV-14,1 Season,"TV Comedies, TV Dramas","A widowed father of two girls navigates the world of dating, surprised to learn that many women consider him a hot commodity.",the unicorn,tt10329028,tvSeries,The Unicorn,The Unicorn,2019.0,"Comedy,Drama,Family",7.2,4935.0,the unicorn
s1927,Movie,American Murder: The Family Next Door,Jenny Popplewell,,United States,"September 30, 2020",2020,TV-MA,84 min,Documentaries,"Using raw, firsthand footage, this documentary examines the disappearance of Shanann Watts and her children, and the terrible events that followed.",american murder: the family next door,tt12987894,movie,American Murder: The Family Next Door,American Murder: The Family Next Door,2020.0,"Crime,Documentary",7.2,36565.0,american murder: the family next door
s1928,Movie,Baxu and the Giants,Florian Schott,"Camilla Jo-Ann Daries, Wafeeq Narimab, Anna Louw, Steven Afrikaner, Ashwyn Mberi, Robert Hara Gaeb",Namibia,"September 30, 2020",2019,TV-PG,29 min,"Dramas, International Movies",A young girl grows increasingly concerned about the rhino poaching in her village when it begins to directly impact her impoverished family.,baxu and the giants,tt10407902,short,Baxu and the Giants,Baxu and the Giants,2019.0,"Drama,Family,Fantasy",7.1,81.0,baxu and the giants
s1933,Movie,The Boys in the Band: Something Personal,,"Jim Parsons, Zachary Quinto, Matt Bomer, Andrew Rannells, Charlie Carver, Robin de Jesús, Brian Hutchison, Michael Benjamin Washington, Tuc Watkins, Joe Mantello, Ned Martel, Mart Crowley",United States,"September 30, 2020",2020,TV-MA,28 min,"Documentaries, LGBTQ Movies","Decades after his play first put gay life center stage, Mart Crowley joins the cast and crew of the 2020 film to reflect on the story's enduring legacy.",the boys in the band: something personal,tt13206842,tvMovie,The Boys in the Band: Something Personal,The Boys in the Band: Something Personal,2020.0,Documentary,7.2,438.0,the boys in the band: something personal
s1948,TV Show,"Whose Vote Counts, Explained",,,United States,"September 28, 2020",2020,TV-PG,1 Season,Docuseries,"The right to vote is at the foundation of America's democracy. But not every vote is created equal. How does the system work, and can it be fixed?","whose vote counts, explained",tt13005714,tvMiniSeries,"Whose Vote Counts, Explained","Whose Vote Counts, Explained",2020.0,Documentary,7.3,1418.0,"whose vote counts, explained"
s1951,Movie,Time Out,Rikhil Bahadur,"Chirag Malhotra, Pranay Pachauri, Kaamya Sharma, Riya Kothari, Aditya Jain, Shiva Dawar, Sanya Arora, Tarana Marwah, Raunaq Chopra, Vedabrata Rao",India,"September 26, 2020",2015,TV-14,98 min,"Dramas, Independent Movies, International Movies","Raised in the privileged bubble of Delhi's elite, a teen is compelled to question his outlook on life and love when his older brother comes out as gay.",time out,tt4396648,movie,Time Out,Time Out,2015.0,"Drama,Family,Music",6.0,505.0,time out
s1952,TV Show,A Perfect Crime,,,Germany,"September 25, 2020",2020,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows","This docuseries investigates the 1991 killing of politician Detlev Rohwedder, an unsolved mystery at the heart of Germany's tumultuous reunification.",a perfect crime,tt12939836,tvMiniSeries,A Perfect Crime,A Perfect Crime,2020.0,"Crime,Documentary",7.3,1783.0,a perfect crime
s1961,Movie,Kiss the Ground,"Joshua Tickell, Rebecca Harrell Tickell",Woody Harrelson,United States,"September 22, 2020",2020,TV-G,85 min,Documentaries,Science experts and celebrity activists unpack the ways in which the earth's soil may be the key to combating climate change and preserving the planet.,kiss the ground,tt8618654,movie,Kiss the Ground,Kiss the Ground,2020.0,Documentary,8.1,8043.0,kiss the ground
s1962,TV Show,The Playbook,,,United States,"September 22, 2020",2020,TV-MA,1 Season,Docuseries,Coaches with championship résumés share their personal rules for success in sports and life in this reflective and inspiring documentary series.,the playbook,tt12425770,tvEpisode,The Playbook,The Playbook,2020.0,"Documentary,News",7.7,14.0,the playbook
s1962,TV Show,The Playbook,,,United States,"September 22, 2020",2020,TV-MA,1 Season,Docuseries,Coaches with championship résumés share their personal rules for success in sports and life in this reflective and inspiring documentary series.,the playbook,tt12930602,tvSeries,The Playbook,The Playbook,2020.0,"Documentary,Sport",7.4,1845.0,the playbook
s1979,TV Show,Ratched,,"Sarah Paulson, Finn Wittrock, Judy Davis, Sharon Stone, Cynthia Nixon, Jon Jon Briones, Charlie Carver",United States,"September 18, 2020",2020,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries","In 1947, Mildred Ratched begins working as a nurse at a leading psychiatric hospital. But beneath her stylish exterior lurks a growing darkness.",ratched,tt7423538,tvSeries,Ratched,Ratched,2020.0,"Crime,Drama,History",7.2,77686.0,ratched
s1985,Movie,GIMS: On the Record,Florent Bodin,Maître Gims,France,"September 17, 2020",2020,TV-MA,96 min,"Documentaries, International Movies, Music & Musicals",Go backstage with beloved rap superstar Gims in the year leading up to his major 2019 Stade de France performance in this up-close documentary.,gims: on the record,tt12982218,movie,GIMS: On the Record,GIMS: On the Record,2020.0,"Documentary,Music",6.9,242.0,gims: on the record
s2004,Movie,The Smurfs 2,Raja Gosnell,"Neil Patrick Harris, Brendan Gleeson, Jayma Mays, Hank Azaria, Katy Perry, Christina Ricci, Jonathan Winters, J.B. Smoove, George Lopez, Anton Yelchin, Fred Armisen, Jacob Tremblay, Alan Cumming","United States, France, Canada, Belgium","September 15, 2020",2013,PG,105 min,"Children & Family Movies, Comedies","Evil magician Gargamel continues his quest to tap the power of the Smurfs, creating a pair of his own ""Smurf-alikes"" called the Naughties.",the smurfs 2,tt3116840,videoGame,The Smurfs 2,The Smurfs 2,2013.0,"Adventure,Comedy,Family",5.1,81.0,the smurfs 2
s2004,Movie,The Smurfs 2,Raja Gosnell,"Neil Patrick Harris, Brendan Gleeson, Jayma Mays, Hank Azaria, Katy Perry, Christina Ricci, Jonathan Winters, J.B. Smoove, George Lopez, Anton Yelchin, Fred Armisen, Jacob Tremblay, Alan Cumming","United States, France, Canada, Belgium","September 15, 2020",2013,PG,105 min,"Children & Family Movies, Comedies","Evil magician Gargamel continues his quest to tap the power of the Smurfs, creating a pair of his own ""Smurf-alikes"" called the Naughties.",the smurfs 2,tt3334534,tvEpisode,The Smurfs 2,The Smurfs 2,2013.0,Documentary,,,the smurfs 2
s2005,Movie,Wish Upon a Unicorn,Steve Bencich,"Ryan Kiera Armstrong, Summer Fontana, Kevin J. O'Connor, Tait Blum, Jon Gries, Branscombe Richmond, Rick Overton, Jonathan Lajoie, Chloe Webb",,"September 15, 2020",2020,PG,93 min,Children & Family Movies,Sisters Mia and Emma move to their grandmother’s farm far from the city and save a magical unicorn from local cowboys seeking its powers for themselves.,wish upon a unicorn,tt10798660,movie,Wish Upon a Unicorn,Wish Upon a Unicorn,2020.0,"Adventure,Family,Fantasy",5.3,265.0,wish upon a unicorn
s2008,Movie,Dad Wanted,Javier Colinas,"Natalia Coronado, Juan Pablo Medina, Silvia Navarro, Roberto Quijano, Victoria Viera, Arantxa Servín, Aleyda Gallardo, Joaquín Emanuel, Abril Michel, Omar Fierro, Luis Ernesto Franco, Patricia Reyes Spíndola, Rodrigo Murray, Luis Arrieta, Alberto Guerra, Moisés Arizmendi, David Fridman, Martha Claudia Moreno, Ela Velden, Gonzalo García Vivanco, Mauricio Argüelles, César Rodríguez",Mexico,"September 11, 2020",2020,TV-14,103 min,"Children & Family Movies, Comedies, Dramas",What does a thrill-seeker tween girl do when her mom forbids her to enter a BMX race? Cast an actor with nothing to lose to play her approving dad.,dad wanted,tt12721188,movie,Dad Wanted,Se busca papá,2020.0,"Comedy,Drama,Family",5.8,1251.0,dad wanted
s2011,Movie,How to Train Your Dragon 2,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Djimon Hounsou, Kit Harington",United States,"September 11, 2020",2014,PG,102 min,Children & Family Movies,"Hiccup, Toothless and a mysterious dragon rider join forces to protect the island of Berk from a power-hungry warrior with a dragon army of his own.",how to train your dragon 2,tt3721882,tvEpisode,How to Train Your Dragon 2,How to Train Your Dragon 2,2014.0,Documentary,,,how to train your dragon 2
s2011,Movie,How to Train Your Dragon 2,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Djimon Hounsou, Kit Harington",United States,"September 11, 2020",2014,PG,102 min,Children & Family Movies,"Hiccup, Toothless and a mysterious dragon rider join forces to protect the island of Berk from a power-hungry warrior with a dragon army of his own.",how to train your dragon 2,tt3800296,tvEpisode,How to Train Your Dragon 2,How to Train Your Dragon 2,2014.0,Family,8.4,5.0,how to train your dragon 2
s2011,Movie,How to Train Your Dragon 2,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Djimon Hounsou, Kit Harington",United States,"September 11, 2020",2014,PG,102 min,Children & Family Movies,"Hiccup, Toothless and a mysterious dragon rider join forces to protect the island of Berk from a power-hungry warrior with a dragon army of his own.",how to train your dragon 2,tt7045850,tvEpisode,How to Train Your Dragon 2,How to Train Your Dragon 2,2014.0,Documentary,,,how to train your dragon 2
s2013,TV Show,The Barrier,,"Unax Ugalde, Olivia Molina, Eleonora Wexler, Abel Folk, Ángela Molina, Manu Fullola, Daniel Ibáñez, Laura Quirós, Nicolás Illoro, Belén Écija, Juan Blanco, Yaima Ramos",Spain,"September 11, 2020",2020,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",One family’s fight for survival in a future dystopian Madrid illustrates the disparity between two worlds separated by a fence — and so much more.,the barrier,tt12376452,tvEpisode,The Barrier,The Barrier,2020.0,"Biography,Documentary",8.5,136.0,the barrier
